Model,Model_Type,Model_Size,Image_Name,Processing_Time_Seconds,Total_Detections_In_Image,Detected_Object,Confidence
yolov8n-seg.pt,Segmentation,Nano,04a0f2f39f.jpg,0.201,6,dining table,0.625
yolov8n-seg.pt,Segmentation,Nano,04a0f2f39f.jpg,0.201,6,person,0.43
yolov8n-seg.pt,Segmentation,Nano,04a0f2f39f.jpg,0.201,6,cake,0.186
yolov8n-seg.pt,Segmentation,Nano,04a0f2f39f.jpg,0.201,6,cake,0.17
yolov8n-seg.pt,Segmentation,Nano,04a0f2f39f.jpg,0.201,6,person,0.163
yolov8n-seg.pt,Segmentation,Nano,04a0f399e6.jpg,0.164,7,cake,0.658
yolov8n-seg.pt,Segmentation,Nano,04a0f399e6.jpg,0.164,7,cake,0.635
yolov8n-seg.pt,Segmentation,Nano,04a0f399e6.jpg,0.164,7,donut,0.545
yolov8n-seg.pt,Segmentation,Nano,04a0f399e6.jpg,0.164,7,cake,0.522
yolov8n-seg.pt,Segmentation,Nano,04a0f399e6.jpg,0.164,7,donut,0.507
yolov8n-seg.pt,Segmentation,Nano,04a0f399e6.jpg,0.164,7,knife,0.501
yolov8n-seg.pt,Segmentation,Nano,04a0f399e6.jpg,0.164,7,knife,0.176
yolov8n-seg.pt,Segmentation,Nano,04a0f690e9.jpg,0.253,7,spoon,0.598
yolov8n-seg.pt,Segmentation,Nano,04a0f690e9.jpg,0.253,7,cake,0.372
yolov8n-seg.pt,Segmentation,Nano,04a0f690e9.jpg,0.253,7,fork,0.275
yolov8n-seg.pt,Segmentation,Nano,04a0f690e9.jpg,0.253,7,vase,0.255
yolov8n-seg.pt,Segmentation,Nano,04a0f690e9.jpg,0.253,7,cup,0.199
yolov8n-seg.pt,Segmentation,Nano,04a0f690e9.jpg,0.253,7,surfboard,0.162
yolov8n-seg.pt,Segmentation,Nano,04a0f690e9.jpg,0.253,7,dining table,0.159
yolov8n-seg.pt,Segmentation,Nano,04a0f69bde.jpg,0.253,7,sandwich,0.337
yolov8n-seg.pt,Segmentation,Nano,04a0f69bde.jpg,0.253,7,dining table,0.296
yolov8n-seg.pt,Segmentation,Nano,04a0f69bde.jpg,0.253,7,banana,0.248
yolov8n-seg.pt,Segmentation,Nano,04a0f69bde.jpg,0.253,7,banana,0.179
yolov8n-seg.pt,Segmentation,Nano,04a0f69bde.jpg,0.253,7,orange,0.175
yolov8n-seg.pt,Segmentation,Nano,04a0f69bde.jpg,0.253,7,knife,0.122
yolov8n-seg.pt,Segmentation,Nano,04a0f69bde.jpg,0.253,7,spoon,0.117
yolov8n-seg.pt,Segmentation,Nano,04a0f6dd86.jpg,0.355,4,dog,0.299
yolov8n-seg.pt,Segmentation,Nano,04a0f6dd86.jpg,0.355,4,person,0.159
yolov8n-seg.pt,Segmentation,Nano,04a0f6dd86.jpg,0.355,4,dining table,0.124
yolov8n-seg.pt,Segmentation,Nano,04a0f6dd86.jpg,0.355,4,hot dog,0.122
yolov8n-seg.pt,Segmentation,Nano,04a0f89de6.jpg,0.301,2,bed,0.266
yolov8n-seg.pt,Segmentation,Nano,04a0f89de6.jpg,0.301,2,pizza,0.242
yolov8n-seg.pt,Segmentation,Nano,04a0f917cb.jpg,0.171,3,vase,0.689
yolov8n-seg.pt,Segmentation,Nano,04a0f917cb.jpg,0.171,3,potted plant,0.182
yolov8n-seg.pt,Segmentation,Nano,04a0f917cb.jpg,0.171,3,cup,0.16
yolov8n-seg.pt,Segmentation,Nano,04a0f959a6.jpg,0.164,5,sandwich,0.628
yolov8n-seg.pt,Segmentation,Nano,04a0f959a6.jpg,0.164,5,bottle,0.489
yolov8n-seg.pt,Segmentation,Nano,04a0f959a6.jpg,0.164,5,bowl,0.402
yolov8n-seg.pt,Segmentation,Nano,04a0f959a6.jpg,0.164,5,donut,0.106
yolov8n-seg.pt,Segmentation,Nano,04a0f959a6.jpg,0.164,5,donut,0.106
yolov8n-seg.pt,Segmentation,Nano,04a0f95cad.jpg,0.153,6,cake,0.744
yolov8n-seg.pt,Segmentation,Nano,04a0f95cad.jpg,0.153,6,cake,0.617
yolov8n-seg.pt,Segmentation,Nano,04a0f95cad.jpg,0.153,6,sandwich,0.565
yolov8n-seg.pt,Segmentation,Nano,04a0f95cad.jpg,0.153,6,dining table,0.564
yolov8n-seg.pt,Segmentation,Nano,04a0f95cad.jpg,0.153,6,sandwich,0.206
yolov8n-seg.pt,Segmentation,Nano,04a0f95cad.jpg,0.153,6,cake,0.155
yolov8n-seg.pt,Segmentation,Nano,04a0fa0a5c.jpg,0.214,4,spoon,0.568
yolov8n-seg.pt,Segmentation,Nano,04a0fa0a5c.jpg,0.214,4,wine glass,0.237
yolov8n-seg.pt,Segmentation,Nano,04a0fa0a5c.jpg,0.214,4,cup,0.12
yolov8n-seg.pt,Segmentation,Nano,04a0fa0a5c.jpg,0.214,4,knife,0.101
yolov8n-seg.pt,Segmentation,Nano,04a0fa203a.jpg,0.157,4,bowl,0.88
yolov8n-seg.pt,Segmentation,Nano,04a0fa203a.jpg,0.157,4,bowl,0.877
yolov8n-seg.pt,Segmentation,Nano,04a0fa203a.jpg,0.157,4,dining table,0.251
yolov8n-seg.pt,Segmentation,Nano,04a0fa203a.jpg,0.157,4,broccoli,0.101
yolov8n-seg.pt,Segmentation,Nano,04a0fc60fa.jpg,0.266,13,cake,0.656
yolov8n-seg.pt,Segmentation,Nano,04a0fc60fa.jpg,0.266,13,donut,0.345
yolov8n-seg.pt,Segmentation,Nano,04a0fc60fa.jpg,0.266,13,dining table,0.326
yolov8n-seg.pt,Segmentation,Nano,04a0fc60fa.jpg,0.266,13,donut,0.314
yolov8n-seg.pt,Segmentation,Nano,04a0fc60fa.jpg,0.266,13,donut,0.311
yolov8n-seg.pt,Segmentation,Nano,04a0fc60fa.jpg,0.266,13,donut,0.26
yolov8n-seg.pt,Segmentation,Nano,04a0fc60fa.jpg,0.266,13,person,0.253
yolov8n-seg.pt,Segmentation,Nano,04a0fc60fa.jpg,0.266,13,donut,0.248
yolov8n-seg.pt,Segmentation,Nano,04a0fc60fa.jpg,0.266,13,cake,0.216
yolov8n-seg.pt,Segmentation,Nano,04a0fc60fa.jpg,0.266,13,cake,0.208
yolov8n-seg.pt,Segmentation,Nano,04a0fc60fa.jpg,0.266,13,donut,0.18
yolov8n-seg.pt,Segmentation,Nano,04a0fc60fa.jpg,0.266,13,pizza,0.145
yolov8n-seg.pt,Segmentation,Nano,04a0fc60fa.jpg,0.266,13,person,0.126
yolov8n-seg.pt,Segmentation,Nano,04a0fca0a2.jpg,0.16,10,cake,0.619
yolov8n-seg.pt,Segmentation,Nano,04a0fca0a2.jpg,0.16,10,carrot,0.214
yolov8n-seg.pt,Segmentation,Nano,04a0fca0a2.jpg,0.16,10,carrot,0.196
yolov8n-seg.pt,Segmentation,Nano,04a0fca0a2.jpg,0.16,10,carrot,0.18
yolov8n-seg.pt,Segmentation,Nano,04a0fca0a2.jpg,0.16,10,cake,0.159
yolov8n-seg.pt,Segmentation,Nano,04a0fca0a2.jpg,0.16,10,carrot,0.135
yolov8n-seg.pt,Segmentation,Nano,04a0fca0a2.jpg,0.16,10,donut,0.127
yolov8n-seg.pt,Segmentation,Nano,04a0fca0a2.jpg,0.16,10,carrot,0.111
yolov8n-seg.pt,Segmentation,Nano,04a0fca0a2.jpg,0.16,10,carrot,0.11
yolov8n-seg.pt,Segmentation,Nano,04a0fca0a2.jpg,0.16,10,carrot,0.11
yolov8n-seg.pt,Segmentation,Nano,04a0fdfd29.jpg,0.199,1,bowl,0.686
yolov8n-seg.pt,Segmentation,Nano,04a0ff74a1.jpg,0.203,12,carrot,0.428
yolov8n-seg.pt,Segmentation,Nano,04a0ff74a1.jpg,0.203,12,orange,0.417
yolov8n-seg.pt,Segmentation,Nano,04a0ff74a1.jpg,0.203,12,carrot,0.391
yolov8n-seg.pt,Segmentation,Nano,04a0ff74a1.jpg,0.203,12,bowl,0.372
yolov8n-seg.pt,Segmentation,Nano,04a0ff74a1.jpg,0.203,12,orange,0.259
yolov8n-seg.pt,Segmentation,Nano,04a0ff74a1.jpg,0.203,12,carrot,0.251
yolov8n-seg.pt,Segmentation,Nano,04a0ff74a1.jpg,0.203,12,orange,0.228
yolov8n-seg.pt,Segmentation,Nano,04a0ff74a1.jpg,0.203,12,carrot,0.202
yolov8n-seg.pt,Segmentation,Nano,04a0ff74a1.jpg,0.203,12,carrot,0.136
yolov8n-seg.pt,Segmentation,Nano,04a0ff74a1.jpg,0.203,12,broccoli,0.127
yolov8n-seg.pt,Segmentation,Nano,04a0ff74a1.jpg,0.203,12,orange,0.115
yolov8n-seg.pt,Segmentation,Nano,04a0ff74a1.jpg,0.203,12,orange,0.105
yolov8n-seg.pt,Segmentation,Nano,image1.jpg,0.23,9,cup,0.953
yolov8n-seg.pt,Segmentation,Nano,image1.jpg,0.23,9,orange,0.865
yolov8n-seg.pt,Segmentation,Nano,image1.jpg,0.23,9,orange,0.779
yolov8n-seg.pt,Segmentation,Nano,image1.jpg,0.23,9,orange,0.732
yolov8n-seg.pt,Segmentation,Nano,image1.jpg,0.23,9,dining table,0.47
yolov8n-seg.pt,Segmentation,Nano,image1.jpg,0.23,9,spoon,0.415
yolov8n-seg.pt,Segmentation,Nano,image1.jpg,0.23,9,orange,0.292
yolov8n-seg.pt,Segmentation,Nano,image1.jpg,0.23,9,orange,0.14
yolov8n-seg.pt,Segmentation,Nano,image1.jpg,0.23,9,orange,0.117
yolov8s-seg.pt,Segmentation,Small,04a00c206b.jpg,0.317,9,cup,0.694
yolov8s-seg.pt,Segmentation,Small,04a00c206b.jpg,0.317,9,bowl,0.583
yolov8s-seg.pt,Segmentation,Small,04a00c206b.jpg,0.317,9,cake,0.439
yolov8s-seg.pt,Segmentation,Small,04a00c206b.jpg,0.317,9,cup,0.376
yolov8s-seg.pt,Segmentation,Small,04a00c206b.jpg,0.317,9,donut,0.202
yolov8s-seg.pt,Segmentation,Small,04a00c206b.jpg,0.317,9,dining table,0.181
yolov8s-seg.pt,Segmentation,Small,04a00c206b.jpg,0.317,9,sink,0.116
yolov8s-seg.pt,Segmentation,Small,04a00c206b.jpg,0.317,9,cup,0.111
yolov8s-seg.pt,Segmentation,Small,04a00c206b.jpg,0.317,9,donut,0.105
yolov8s-seg.pt,Segmentation,Small,04a00c2902.jpg,0.519,2,cup,0.831
yolov8s-seg.pt,Segmentation,Small,04a00c2902.jpg,0.519,2,dining table,0.592
yolov8s-seg.pt,Segmentation,Small,04a00d1a97.jpg,0.729,5,bottle,0.578
yolov8s-seg.pt,Segmentation,Small,04a00d1a97.jpg,0.729,5,bottle,0.475
yolov8s-seg.pt,Segmentation,Small,04a00d1a97.jpg,0.729,5,cup,0.229
yolov8s-seg.pt,Segmentation,Small,04a00d1a97.jpg,0.729,5,bottle,0.209
yolov8s-seg.pt,Segmentation,Small,04a00d1a97.jpg,0.729,5,bottle,0.132
yolov8s-seg.pt,Segmentation,Small,04a00da0d1.jpg,0.651,2,dining table,0.414
yolov8s-seg.pt,Segmentation,Small,04a00da0d1.jpg,0.651,2,pizza,0.194
yolov8s-seg.pt,Segmentation,Small,04a00f3a25.jpg,0.535,6,bowl,0.887
yolov8s-seg.pt,Segmentation,Small,04a00f3a25.jpg,0.535,6,bowl,0.887
yolov8s-seg.pt,Segmentation,Small,04a00f3a25.jpg,0.535,6,person,0.811
yolov8s-seg.pt,Segmentation,Small,04a00f3a25.jpg,0.535,6,person,0.741
yolov8s-seg.pt,Segmentation,Small,04a00f3a25.jpg,0.535,6,bowl,0.526
yolov8s-seg.pt,Segmentation,Small,04a00f3a25.jpg,0.535,6,dining table,0.409
yolov8s-seg.pt,Segmentation,Small,04a0124350.jpg,0.518,3,pizza,0.847
yolov8s-seg.pt,Segmentation,Small,04a0124350.jpg,0.518,3,bowl,0.403
yolov8s-seg.pt,Segmentation,Small,04a0124350.jpg,0.518,3,dining table,0.273
yolov8s-seg.pt,Segmentation,Small,04a012bd85.jpg,0.558,1,vase,0.66
yolov8s-seg.pt,Segmentation,Small,04a0176097.jpg,0.467,2,bottle,0.356
yolov8s-seg.pt,Segmentation,Small,04a0176097.jpg,0.467,2,dining table,0.186
yolov8s-seg.pt,Segmentation,Small,04a01946b4.jpg,0.435,2,carrot,0.37
yolov8s-seg.pt,Segmentation,Small,04a01946b4.jpg,0.435,2,carrot,0.137
yolov8s-seg.pt,Segmentation,Small,04a01b3fba.jpg,0.431,1,sandwich,0.299
yolov8s-seg.pt,Segmentation,Small,04a01cb51b.jpg,0.381,3,bowl,0.888
yolov8s-seg.pt,Segmentation,Small,04a01cb51b.jpg,0.381,3,vase,0.882
yolov8s-seg.pt,Segmentation,Small,04a01cb51b.jpg,0.381,3,dining table,0.503
yolov8s-seg.pt,Segmentation,Small,04a01efe21.jpg,0.399,9,bowl,0.421
yolov8s-seg.pt,Segmentation,Small,04a01efe21.jpg,0.399,9,carrot,0.257
yolov8s-seg.pt,Segmentation,Small,04a01efe21.jpg,0.399,9,spoon,0.199
yolov8s-seg.pt,Segmentation,Small,04a01efe21.jpg,0.399,9,carrot,0.183
yolov8s-seg.pt,Segmentation,Small,04a01efe21.jpg,0.399,9,sandwich,0.122
yolov8s-seg.pt,Segmentation,Small,04a01efe21.jpg,0.399,9,carrot,0.121
yolov8s-seg.pt,Segmentation,Small,04a01efe21.jpg,0.399,9,carrot,0.11
yolov8s-seg.pt,Segmentation,Small,04a01efe21.jpg,0.399,9,carrot,0.108
yolov8s-seg.pt,Segmentation,Small,04a01efe21.jpg,0.399,9,carrot,0.103
yolov8s-seg.pt,Segmentation,Small,04a01f1641.jpg,0.383,4,wine glass,0.911
yolov8s-seg.pt,Segmentation,Small,04a01f1641.jpg,0.383,4,fork,0.783
yolov8s-seg.pt,Segmentation,Small,04a01f1641.jpg,0.383,4,dining table,0.489
yolov8s-seg.pt,Segmentation,Small,04a01f1641.jpg,0.383,4,apple,0.167
yolov8s-seg.pt,Segmentation,Small,04a020c105.jpg,0.306,3,teddy bear,0.486
yolov8s-seg.pt,Segmentation,Small,04a020c105.jpg,0.306,3,teddy bear,0.434
yolov8s-seg.pt,Segmentation,Small,04a020c105.jpg,0.306,3,teddy bear,0.354
yolov8s-seg.pt,Segmentation,Small,04a0229f40.jpg,0.55,2,pizza,0.703
yolov8s-seg.pt,Segmentation,Small,04a0229f40.jpg,0.55,2,pizza,0.194
yolov8s-seg.pt,Segmentation,Small,04a022d69d.jpg,0.429,5,spoon,0.929
yolov8s-seg.pt,Segmentation,Small,04a022d69d.jpg,0.429,5,bowl,0.846
yolov8s-seg.pt,Segmentation,Small,04a022d69d.jpg,0.429,5,dining table,0.489
yolov8s-seg.pt,Segmentation,Small,04a022d69d.jpg,0.429,5,apple,0.303
yolov8s-seg.pt,Segmentation,Small,04a022d69d.jpg,0.429,5,apple,0.12
yolov8s-seg.pt,Segmentation,Small,04a023a640.jpg,0.443,5,donut,0.951
yolov8s-seg.pt,Segmentation,Small,04a023a640.jpg,0.443,5,donut,0.905
yolov8s-seg.pt,Segmentation,Small,04a023a640.jpg,0.443,5,bottle,0.851
yolov8s-seg.pt,Segmentation,Small,04a023a640.jpg,0.443,5,donut,0.662
yolov8s-seg.pt,Segmentation,Small,04a023a640.jpg,0.443,5,dining table,0.25
yolov8s-seg.pt,Segmentation,Small,04a0261044.jpg,0.381,5,dining table,0.568
yolov8s-seg.pt,Segmentation,Small,04a0261044.jpg,0.381,5,bowl,0.265
yolov8s-seg.pt,Segmentation,Small,04a0261044.jpg,0.381,5,cup,0.19
yolov8s-seg.pt,Segmentation,Small,04a0261044.jpg,0.381,5,spoon,0.143
yolov8s-seg.pt,Segmentation,Small,04a0261044.jpg,0.381,5,mouse,0.13
yolov8s-seg.pt,Segmentation,Small,04a02618af.jpg,0.321,7,bowl,0.9
yolov8s-seg.pt,Segmentation,Small,04a02618af.jpg,0.321,7,spoon,0.707
yolov8s-seg.pt,Segmentation,Small,04a02618af.jpg,0.321,7,spoon,0.43
yolov8s-seg.pt,Segmentation,Small,04a02618af.jpg,0.321,7,dining table,0.305
yolov8s-seg.pt,Segmentation,Small,04a02618af.jpg,0.321,7,spoon,0.235
yolov8s-seg.pt,Segmentation,Small,04a02618af.jpg,0.321,7,carrot,0.203
yolov8s-seg.pt,Segmentation,Small,04a02618af.jpg,0.321,7,broccoli,0.135
yolov8s-seg.pt,Segmentation,Small,04a02d0222.jpg,0.399,14,broccoli,0.608
yolov8s-seg.pt,Segmentation,Small,04a02d0222.jpg,0.399,14,bowl,0.585
yolov8s-seg.pt,Segmentation,Small,04a02d0222.jpg,0.399,14,bowl,0.38
yolov8s-seg.pt,Segmentation,Small,04a02d0222.jpg,0.399,14,broccoli,0.379
yolov8s-seg.pt,Segmentation,Small,04a02d0222.jpg,0.399,14,broccoli,0.376
yolov8s-seg.pt,Segmentation,Small,04a02d0222.jpg,0.399,14,broccoli,0.375
yolov8s-seg.pt,Segmentation,Small,04a02d0222.jpg,0.399,14,broccoli,0.371
yolov8s-seg.pt,Segmentation,Small,04a02d0222.jpg,0.399,14,broccoli,0.253
yolov8s-seg.pt,Segmentation,Small,04a02d0222.jpg,0.399,14,broccoli,0.179
yolov8s-seg.pt,Segmentation,Small,04a02d0222.jpg,0.399,14,broccoli,0.177
yolov8s-seg.pt,Segmentation,Small,04a02d0222.jpg,0.399,14,spoon,0.176
yolov8s-seg.pt,Segmentation,Small,04a02d0222.jpg,0.399,14,broccoli,0.175
yolov8s-seg.pt,Segmentation,Small,04a02d0222.jpg,0.399,14,broccoli,0.168
yolov8s-seg.pt,Segmentation,Small,04a02d0222.jpg,0.399,14,broccoli,0.138
yolov8s-seg.pt,Segmentation,Small,04a02e0f5b.jpg,0.401,3,cake,0.792
yolov8s-seg.pt,Segmentation,Small,04a02e0f5b.jpg,0.401,3,dining table,0.221
yolov8s-seg.pt,Segmentation,Small,04a02e0f5b.jpg,0.401,3,bowl,0.145
yolov8s-seg.pt,Segmentation,Small,04a02f1dd0.jpg,0.414,15,knife,0.835
yolov8s-seg.pt,Segmentation,Small,04a02f1dd0.jpg,0.414,15,cake,0.487
yolov8s-seg.pt,Segmentation,Small,04a02f1dd0.jpg,0.414,15,cake,0.399
yolov8s-seg.pt,Segmentation,Small,04a02f1dd0.jpg,0.414,15,cake,0.356
yolov8s-seg.pt,Segmentation,Small,04a02f1dd0.jpg,0.414,15,dining table,0.333
yolov8s-seg.pt,Segmentation,Small,04a02f1dd0.jpg,0.414,15,cake,0.302
yolov8s-seg.pt,Segmentation,Small,04a02f1dd0.jpg,0.414,15,cake,0.239
yolov8s-seg.pt,Segmentation,Small,04a02f1dd0.jpg,0.414,15,cup,0.23
yolov8s-seg.pt,Segmentation,Small,04a02f1dd0.jpg,0.414,15,cake,0.216
yolov8s-seg.pt,Segmentation,Small,04a02f1dd0.jpg,0.414,15,cake,0.198
yolov8s-seg.pt,Segmentation,Small,04a02f1dd0.jpg,0.414,15,sandwich,0.19
yolov8s-seg.pt,Segmentation,Small,04a02f1dd0.jpg,0.414,15,cake,0.183
yolov8s-seg.pt,Segmentation,Small,04a02f1dd0.jpg,0.414,15,dining table,0.133
yolov8s-seg.pt,Segmentation,Small,04a02f1dd0.jpg,0.414,15,cake,0.128
yolov8s-seg.pt,Segmentation,Small,04a02f1dd0.jpg,0.414,15,bowl,0.102
yolov8s-seg.pt,Segmentation,Small,04a02fd7b5.jpg,0.294,7,bowl,0.952
yolov8s-seg.pt,Segmentation,Small,04a02fd7b5.jpg,0.294,7,cup,0.722
yolov8s-seg.pt,Segmentation,Small,04a02fd7b5.jpg,0.294,7,spoon,0.582
yolov8s-seg.pt,Segmentation,Small,04a02fd7b5.jpg,0.294,7,fork,0.489
yolov8s-seg.pt,Segmentation,Small,04a02fd7b5.jpg,0.294,7,dining table,0.317
yolov8s-seg.pt,Segmentation,Small,04a02fd7b5.jpg,0.294,7,spoon,0.307
yolov8s-seg.pt,Segmentation,Small,04a02fd7b5.jpg,0.294,7,dining table,0.24
yolov8s-seg.pt,Segmentation,Small,04a0300a48.jpg,0.44,3,dining table,0.377
yolov8s-seg.pt,Segmentation,Small,04a0300a48.jpg,0.44,3,sandwich,0.355
yolov8s-seg.pt,Segmentation,Small,04a0300a48.jpg,0.44,3,knife,0.147
yolov8s-seg.pt,Segmentation,Small,04a0311e93.jpg,0.542,2,cake,0.753
yolov8s-seg.pt,Segmentation,Small,04a0311e93.jpg,0.542,2,dining table,0.189
yolov8s-seg.pt,Segmentation,Small,04a0323f9f.jpg,0.556,13,orange,0.854
yolov8s-seg.pt,Segmentation,Small,04a0323f9f.jpg,0.556,13,orange,0.843
yolov8s-seg.pt,Segmentation,Small,04a0323f9f.jpg,0.556,13,orange,0.813
yolov8s-seg.pt,Segmentation,Small,04a0323f9f.jpg,0.556,13,cake,0.81
yolov8s-seg.pt,Segmentation,Small,04a0323f9f.jpg,0.556,13,orange,0.782
yolov8s-seg.pt,Segmentation,Small,04a0323f9f.jpg,0.556,13,orange,0.773
yolov8s-seg.pt,Segmentation,Small,04a0323f9f.jpg,0.556,13,fork,0.723
yolov8s-seg.pt,Segmentation,Small,04a0323f9f.jpg,0.556,13,dining table,0.664
yolov8s-seg.pt,Segmentation,Small,04a0323f9f.jpg,0.556,13,orange,0.463
yolov8s-seg.pt,Segmentation,Small,04a0323f9f.jpg,0.556,13,cake,0.286
yolov8s-seg.pt,Segmentation,Small,04a0323f9f.jpg,0.556,13,pizza,0.271
yolov8s-seg.pt,Segmentation,Small,04a0323f9f.jpg,0.556,13,cake,0.19
yolov8s-seg.pt,Segmentation,Small,04a0323f9f.jpg,0.556,13,orange,0.102
yolov8s-seg.pt,Segmentation,Small,04a034f8a3.jpg,0.417,6,bottle,0.645
yolov8s-seg.pt,Segmentation,Small,04a034f8a3.jpg,0.417,6,cake,0.55
yolov8s-seg.pt,Segmentation,Small,04a034f8a3.jpg,0.417,6,cake,0.418
yolov8s-seg.pt,Segmentation,Small,04a034f8a3.jpg,0.417,6,sandwich,0.168
yolov8s-seg.pt,Segmentation,Small,04a034f8a3.jpg,0.417,6,cake,0.126
yolov8s-seg.pt,Segmentation,Small,04a034f8a3.jpg,0.417,6,cake,0.106
yolov8s-seg.pt,Segmentation,Small,04a0356571.jpg,0.379,4,remote,0.681
yolov8s-seg.pt,Segmentation,Small,04a0356571.jpg,0.379,4,remote,0.343
yolov8s-seg.pt,Segmentation,Small,04a0356571.jpg,0.379,4,bottle,0.289
yolov8s-seg.pt,Segmentation,Small,04a0356571.jpg,0.379,4,bottle,0.104
yolov8s-seg.pt,Segmentation,Small,04a035e9c9.jpg,0.43,21,cup,0.946
yolov8s-seg.pt,Segmentation,Small,04a035e9c9.jpg,0.43,21,apple,0.843
yolov8s-seg.pt,Segmentation,Small,04a035e9c9.jpg,0.43,21,apple,0.816
yolov8s-seg.pt,Segmentation,Small,04a035e9c9.jpg,0.43,21,apple,0.798
yolov8s-seg.pt,Segmentation,Small,04a035e9c9.jpg,0.43,21,apple,0.611
yolov8s-seg.pt,Segmentation,Small,04a035e9c9.jpg,0.43,21,apple,0.541
yolov8s-seg.pt,Segmentation,Small,04a035e9c9.jpg,0.43,21,apple,0.531
yolov8s-seg.pt,Segmentation,Small,04a035e9c9.jpg,0.43,21,apple,0.504
yolov8s-seg.pt,Segmentation,Small,04a035e9c9.jpg,0.43,21,apple,0.493
yolov8s-seg.pt,Segmentation,Small,04a035e9c9.jpg,0.43,21,apple,0.389
yolov8s-seg.pt,Segmentation,Small,04a035e9c9.jpg,0.43,21,dining table,0.367
yolov8s-seg.pt,Segmentation,Small,04a035e9c9.jpg,0.43,21,bowl,0.352
yolov8s-seg.pt,Segmentation,Small,04a035e9c9.jpg,0.43,21,donut,0.294
yolov8s-seg.pt,Segmentation,Small,04a035e9c9.jpg,0.43,21,apple,0.29
yolov8s-seg.pt,Segmentation,Small,04a035e9c9.jpg,0.43,21,apple,0.285
yolov8s-seg.pt,Segmentation,Small,04a035e9c9.jpg,0.43,21,pizza,0.192
yolov8s-seg.pt,Segmentation,Small,04a035e9c9.jpg,0.43,21,apple,0.176
yolov8s-seg.pt,Segmentation,Small,04a035e9c9.jpg,0.43,21,bowl,0.116
yolov8s-seg.pt,Segmentation,Small,04a035e9c9.jpg,0.43,21,carrot,0.11
yolov8s-seg.pt,Segmentation,Small,04a035e9c9.jpg,0.43,21,spoon,0.102
yolov8s-seg.pt,Segmentation,Small,04a035e9c9.jpg,0.43,21,cake,0.1
yolov8s-seg.pt,Segmentation,Small,04a0364a6a.jpg,0.397,2,sandwich,0.842
yolov8s-seg.pt,Segmentation,Small,04a0364a6a.jpg,0.397,2,broccoli,0.175
yolov8s-seg.pt,Segmentation,Small,04a038793c.jpg,0.381,4,bowl,0.737
yolov8s-seg.pt,Segmentation,Small,04a038793c.jpg,0.381,4,orange,0.47
yolov8s-seg.pt,Segmentation,Small,04a038793c.jpg,0.381,4,banana,0.276
yolov8s-seg.pt,Segmentation,Small,04a038793c.jpg,0.381,4,dining table,0.144
yolov8s-seg.pt,Segmentation,Small,04a039a03c.jpg,0.311,1,cup,0.602
yolov8s-seg.pt,Segmentation,Small,04a03bdd53.jpg,0.594,25,cake,0.65
yolov8s-seg.pt,Segmentation,Small,04a03bdd53.jpg,0.594,25,cake,0.569
yolov8s-seg.pt,Segmentation,Small,04a03bdd53.jpg,0.594,25,cake,0.567
yolov8s-seg.pt,Segmentation,Small,04a03bdd53.jpg,0.594,25,cake,0.451
yolov8s-seg.pt,Segmentation,Small,04a03bdd53.jpg,0.594,25,cake,0.447
yolov8s-seg.pt,Segmentation,Small,04a03bdd53.jpg,0.594,25,cake,0.446
yolov8s-seg.pt,Segmentation,Small,04a03bdd53.jpg,0.594,25,cake,0.446
yolov8s-seg.pt,Segmentation,Small,04a03bdd53.jpg,0.594,25,cake,0.395
yolov8s-seg.pt,Segmentation,Small,04a03bdd53.jpg,0.594,25,cake,0.347
yolov8s-seg.pt,Segmentation,Small,04a03bdd53.jpg,0.594,25,cake,0.235
yolov8s-seg.pt,Segmentation,Small,04a03bdd53.jpg,0.594,25,cake,0.23
yolov8s-seg.pt,Segmentation,Small,04a03bdd53.jpg,0.594,25,dining table,0.211
yolov8s-seg.pt,Segmentation,Small,04a03bdd53.jpg,0.594,25,cake,0.211
yolov8s-seg.pt,Segmentation,Small,04a03bdd53.jpg,0.594,25,apple,0.208
yolov8s-seg.pt,Segmentation,Small,04a03bdd53.jpg,0.594,25,cake,0.203
yolov8s-seg.pt,Segmentation,Small,04a03bdd53.jpg,0.594,25,cake,0.196
yolov8s-seg.pt,Segmentation,Small,04a03bdd53.jpg,0.594,25,cake,0.181
yolov8s-seg.pt,Segmentation,Small,04a03bdd53.jpg,0.594,25,cake,0.175
yolov8s-seg.pt,Segmentation,Small,04a03bdd53.jpg,0.594,25,cake,0.158
yolov8s-seg.pt,Segmentation,Small,04a03bdd53.jpg,0.594,25,cake,0.153
yolov8s-seg.pt,Segmentation,Small,04a03bdd53.jpg,0.594,25,cake,0.119
yolov8s-seg.pt,Segmentation,Small,04a03bdd53.jpg,0.594,25,cake,0.11
yolov8s-seg.pt,Segmentation,Small,04a03bdd53.jpg,0.594,25,donut,0.107
yolov8s-seg.pt,Segmentation,Small,04a03bdd53.jpg,0.594,25,cake,0.105
yolov8s-seg.pt,Segmentation,Small,04a03bdd53.jpg,0.594,25,cake,0.104
yolov8s-seg.pt,Segmentation,Small,04a03c4497.jpg,0.361,9,orange,0.358
yolov8s-seg.pt,Segmentation,Small,04a03c4497.jpg,0.361,9,sandwich,0.337
yolov8s-seg.pt,Segmentation,Small,04a03c4497.jpg,0.361,9,dining table,0.333
yolov8s-seg.pt,Segmentation,Small,04a03c4497.jpg,0.361,9,orange,0.237
